Index,Direction,Datetime,Date
37305,Entry,2023-02-22 09:29:15,2023-02-22
2928,Entry,2023-02-22 09:29:29,2023-02-22
13898,Entry,2023-02-22 09:29:49,2023-02-22
16314,Entry,2023-02-22 09:29:51,2023-02-22
38073,Entry,2023-02-22 09:29:59,2023-02-22
25689,Entry,2023-02-22 09:29:59,2023-02-22
80838,Exit,2023-02-22 09:30:05,2023-02-22
6206,Entry,2023-02-22 09:30:08,2023-02-22
18266,Entry,2023-02-22 09:30:45,2023-02-22
45067,Exit,2023-02-22 09:32:01,2023-02-22
13425,Entry,2023-02-22 09:32:05,2023-02-22
33820,Entry,2023-02-22 09:32:15,2023-02-22
26887,Entry,2023-02-22 09:32:22,2023-02-22
26889,Entry,2023-02-22 09:32:38,2023-02-22
5037,Entry,2023-02-22 09:33:51,2023-02-22
17220,Entry,2023-02-22 09:34:00,2023-02-22
50124,Exit,2023-02-22 09:34:52,2023-02-22
61977,Exit,2023-02-22 09:34:54,2023-02-22
30630,Entry,2023-02-22 09:34:59,2023-02-22
38729,Entry,2023-02-22 09:35:28,2023-02-22
38581,Entry,2023-02-22 09:36:22,2023-02-22
16015,Entry,2023-02-22 09:36:37,2023-02-22
23796,Entry,2023-02-22 09:36:44,2023-02-22
27008,Entry,2023-02-22 09:37:26,2023-02-22
33037,Entry,2023-02-22 09:37:31,2023-02-22
71449,Exit,2023-02-22 09:37:36,2023-02-22
354,Entry,2023-02-22 09:37:37,2023-02-22
83039,Exit,2023-02-22 09:37:42,2023-02-22
257,Entry,2023-02-22 09:37:47,2023-02-22
26894,Entry,2023-02-22 09:38:06,2023-02-22
38707,Entry,2023-02-22 09:38:08,2023-02-22
37228,Entry,2023-02-22 09:38:18,2023-02-22
24639,Entry,2023-02-22 09:38:23,2023-02-22
40930,Entry,2023-02-22 09:39:50,2023-02-22
3267,Entry,2023-02-22 09:40:06,2023-02-22
5722,Entry,2023-02-22 09:40:12,2023-02-22
43963,Entry,2023-02-22 09:40:14,2023-02-22
17235,Entry,2023-02-22 09:40:44,2023-02-22
33508,Entry,2023-02-22 09:40:48,2023-02-22
6742,Entry,2023-02-22 09:40:51,2023-02-22
83328,Exit,2023-02-22 09:41:30,2023-02-22
6523,Entry,2023-02-22 09:41:40,2023-02-22
18746,Entry,2023-02-22 09:43:09,2023-02-22
26203,Entry,2023-02-22 09:43:19,2023-02-22
63544,Exit,2023-02-22 09:43:19,2023-02-22
5565,Entry,2023-02-22 09:43:26,2023-02-22
2997,Entry,2023-02-22 09:43:45,2023-02-22
1133,Entry,2023-02-22 09:43:46,2023-02-22
5859,Entry,2023-02-22 09:43:47,2023-02-22
41892,Entry,2023-02-22 09:44:00,2023-02-22
14440,Entry,2023-02-22 09:44:06,2023-02-22
227,Entry,2023-02-22 09:44:35,2023-02-22
852,Entry,2023-02-22 09:44:38,2023-02-22
32967,Entry,2023-02-22 09:44:44,2023-02-22
5158,Entry,2023-02-22 09:44:45,2023-02-22
6832,Entry,2023-02-22 09:45:08,2023-02-22
25764,Entry,2023-02-22 09:45:14,2023-02-22
38712,Entry,2023-02-22 09:45:23,2023-02-22
25990,Entry,2023-02-22 09:45:27,2023-02-22
6911,Entry,2023-02-22 09:45:41,2023-02-22
18798,Entry,2023-02-22 09:45:49,2023-02-22
12437,Entry,2023-02-22 09:46:09,2023-02-22
32892,Entry,2023-02-22 09:46:14,2023-02-22
3146,Entry,2023-02-22 09:46:46,2023-02-22
17231,Entry,2023-02-22 09:46:53,2023-02-22
5378,Entry,2023-02-22 09:46:54,2023-02-22
33855,Entry,2023-02-22 09:48:05,2023-02-22
44804,Exit,2023-02-22 09:48:30,2023-02-22
83414,Exit,2023-02-22 09:48:45,2023-02-22
17397,Entry,2023-02-22 09:48:45,2023-02-22
6768,Entry,2023-02-22 09:48:51,2023-02-22
26898,Entry,2023-02-22 09:50:01,2023-02-22
6774,Entry,2023-02-22 09:50:08,2023-02-22
63013,Exit,2023-02-22 09:50:10,2023-02-22
33591,Entry,2023-02-22 09:50:18,2023-02-22
36092,Entry,2023-02-22 09:50:34,2023-02-22
24375,Entry,2023-02-22 09:50:41,2023-02-22
38582,Entry,2023-02-22 09:51:02,2023-02-22
23254,Entry,2023-02-22 09:51:10,2023-02-22
24271,Entry,2023-02-22 09:51:11,2023-02-22
25337,Entry,2023-02-22 09:52:01,2023-02-22
22274,Entry,2023-02-22 09:52:30,2023-02-22
45880,Exit,2023-02-22 09:52:44,2023-02-22
12650,Entry,2023-02-22 09:52:47,2023-02-22
5639,Entry,2023-02-22 09:52:57,2023-02-22
3049,Entry,2023-02-22 09:52:59,2023-02-22
41798,Entry,2023-02-22 09:53:00,2023-02-22
83454,Exit,2023-02-22 09:53:08,2023-02-22
69018,Exit,2023-02-22 09:53:11,2023-02-22
5469,Entry,2023-02-22 09:53:16,2023-02-22
15246,Entry,2023-02-22 09:53:19,2023-02-22
24389,Entry,2023-02-22 09:53:22,2023-02-22
22489,Entry,2023-02-22 09:53:28,2023-02-22
31088,Entry,2023-02-22 09:53:39,2023-02-22
620,Entry,2023-02-22 09:53:43,2023-02-22
6780,Entry,2023-02-22 09:53:54,2023-02-22
38721,Entry,2023-02-22 09:54:08,2023-02-22
45250,Exit,2023-02-22 09:54:45,2023-02-22
16898,Entry,2023-02-22 09:54:58,2023-02-22
26281,Entry,2023-02-22 09:55:31,2023-02-22
42215,Entry,2023-02-22 09:55:34,2023-02-22
26850,Entry,2023-02-22 09:55:39,2023-02-22
6878,Entry,2023-02-22 09:55:52,2023-02-22
16834,Entry,2023-02-22 09:57:03,2023-02-22
1205,Entry,2023-02-22 09:57:54,2023-02-22
61581,Exit,2023-02-22 09:58:44,2023-02-22
51527,Exit,2023-02-22 09:59:01,2023-02-22
50386,Exit,2023-02-22 09:59:03,2023-02-22
38668,Entry,2023-02-22 09:59:14,2023-02-22
17257,Entry,2023-02-22 09:59:46,2023-02-22
42460,Entry,2023-02-22 09:59:58,2023-02-22
77784,Exit,2023-02-22 10:00:01,2023-02-22
23527,Entry,2023-02-22 10:00:12,2023-02-22
16171,Entry,2023-02-22 10:00:47,2023-02-22
26323,Entry,2023-02-22 10:00:55,2023-02-22
3057,Entry,2023-02-22 10:01:06,2023-02-22
4008,Entry,2023-02-22 10:01:14,2023-02-22
43772,Entry,2023-02-22 10:01:19,2023-02-22
32718,Entry,2023-02-22 10:01:21,2023-02-22
62921,Exit,2023-02-22 10:01:32,2023-02-22
45599,Exit,2023-02-22 10:01:33,2023-02-22
37486,Entry,2023-02-22 10:01:59,2023-02-22
6851,Entry,2023-02-22 10:02:11,2023-02-22
16890,Entry,2023-02-22 10:02:21,2023-02-22
66970,Exit,2023-02-22 10:02:24,2023-02-22
14409,Entry,2023-02-22 10:02:24,2023-02-22
22959,Entry,2023-02-22 10:02:27,2023-02-22
17283,Entry,2023-02-22 10:02:27,2023-02-22
6609,Entry,2023-02-22 10:02:40,2023-02-22
6822,Entry,2023-02-22 10:02:43,2023-02-22
17383,Entry,2023-02-22 10:02:52,2023-02-22
77925,Exit,2023-02-22 10:02:59,2023-02-22
47804,Exit,2023-02-22 10:03:02,2023-02-22
6797,Entry,2023-02-22 10:03:06,2023-02-22
6781,Entry,2023-02-22 10:03:36,2023-02-22
4145,Entry,2023-02-22 10:04:57,2023-02-22
32132,Entry,2023-02-22 10:04:57,2023-02-22
16741,Entry,2023-02-22 10:04:59,2023-02-22
6868,Entry,2023-02-22 10:05:08,2023-02-22
33395,Entry,2023-02-22 10:05:13,2023-02-22
50606,Exit,2023-02-22 10:05:15,2023-02-22
14339,Entry,2023-02-22 10:05:16,2023-02-22
38621,Entry,2023-02-22 10:05:19,2023-02-22
6800,Entry,2023-02-22 10:05:25,2023-02-22
43852,Entry,2023-02-22 10:05:35,2023-02-22
26092,Entry,2023-02-22 10:05:55,2023-02-22
42476,Entry,2023-02-22 10:06:02,2023-02-22
400,Entry,2023-02-22 10:06:07,2023-02-22
379,Entry,2023-02-22 10:06:11,2023-02-22
86170,Exit,2023-02-22 10:06:15,2023-02-22
88519,Exit,2023-02-22 10:06:38,2023-02-22
17361,Entry,2023-02-22 10:06:56,2023-02-22
2372,Entry,2023-02-22 10:07:01,2023-02-22
38764,Entry,2023-02-22 10:07:06,2023-02-22
38293,Entry,2023-02-22 10:07:38,2023-02-22
2045,Entry,2023-02-22 10:07:39,2023-02-22
18211,Entry,2023-02-22 10:07:42,2023-02-22
6885,Entry,2023-02-22 10:07:52,2023-02-22
16835,Entry,2023-02-22 10:08:02,2023-02-22
17315,Entry,2023-02-22 10:08:08,2023-02-22
85540,Exit,2023-02-22 10:08:55,2023-02-22
12199,Entry,2023-02-22 10:09:22,2023-02-22
27009,Entry,2023-02-22 10:09:28,2023-02-22
24762,Entry,2023-02-22 10:09:35,2023-02-22
60918,Exit,2023-02-22 10:09:49,2023-02-22
51290,Exit,2023-02-22 10:09:57,2023-02-22
61739,Exit,2023-02-22 10:10:18,2023-02-22
71555,Exit,2023-02-22 10:10:23,2023-02-22
88849,Exit,2023-02-22 10:10:34,2023-02-22
59156,Exit,2023-02-22 10:10:45,2023-02-22
40794,Entry,2023-02-22 10:10:55,2023-02-22
853,Entry,2023-02-22 10:11:57,2023-02-22
35665,Entry,2023-02-22 10:12:09,2023-02-22
21674,Entry,2023-02-22 10:12:24,2023-02-22
38785,Entry,2023-02-22 10:12:53,2023-02-22
15947,Entry,2023-02-22 10:12:59,2023-02-22
16349,Entry,2023-02-22 10:13:05,2023-02-22
38634,Entry,2023-02-22 10:13:20,2023-02-22
33807,Entry,2023-02-22 10:13:34,2023-02-22
6942,Entry,2023-02-22 10:13:42,2023-02-22
6464,Entry,2023-02-22 10:13:49,2023-02-22
6802,Entry,2023-02-22 10:14:02,2023-02-22
23625,Entry,2023-02-22 10:14:34,2023-02-22
6674,Entry,2023-02-22 10:15:20,2023-02-22
12852,Entry,2023-02-22 10:15:29,2023-02-22
796,Entry,2023-02-22 10:15:30,2023-02-22
11766,Entry,2023-02-22 10:15:38,2023-02-22
6820,Entry,2023-02-22 10:15:44,2023-02-22
6568,Entry,2023-02-22 10:16:13,2023-02-22
33707,Entry,2023-02-22 10:16:19,2023-02-22
44756,Exit,2023-02-22 10:16:39,2023-02-22
67630,Exit,2023-02-22 10:17:28,2023-02-22
2025,Entry,2023-02-22 10:17:47,2023-02-22
26170,Entry,2023-02-22 10:17:54,2023-02-22
38642,Entry,2023-02-22 10:17:56,2023-02-22
33236,Entry,2023-02-22 10:18:08,2023-02-22
44939,Exit,2023-02-22 10:18:10,2023-02-22
56462,Exit,2023-02-22 10:18:23,2023-02-22
41424,Entry,2023-02-22 10:18:27,2023-02-22
5521,Entry,2023-02-22 10:18:35,2023-02-22
17282,Entry,2023-02-22 10:18:36,2023-02-22
66723,Exit,2023-02-22 10:18:53,2023-02-22
56513,Exit,2023-02-22 10:19:05,2023-02-22
933,Entry,2023-02-22 10:19:35,2023-02-22
3058,Entry,2023-02-22 10:20:02,2023-02-22
43773,Entry,2023-02-22 10:20:44,2023-02-22
70917,Exit,2023-02-22 10:20:55,2023-02-22
13633,Entry,2023-02-22 10:21:01,2023-02-22
16496,Entry,2023-02-22 10:21:28,2023-02-22
45543,Exit,2023-02-22 10:21:34,2023-02-22
47119,Exit,2023-02-22 10:21:36,2023-02-22
78338,Exit,2023-02-22 10:21:42,2023-02-22
6357,Entry,2023-02-22 10:21:42,2023-02-22
504,Entry,2023-02-22 10:22:19,2023-02-22
22224,Entry,2023-02-22 10:22:19,2023-02-22
33343,Entry,2023-02-22 10:22:22,2023-02-22
21977,Entry,2023-02-22 10:22:37,2023-02-22
16049,Entry,2023-02-22 10:22:48,2023-02-22
5407,Entry,2023-02-22 10:22:55,2023-02-22
17309,Entry,2023-02-22 10:22:55,2023-02-22
86053,Exit,2023-02-22 10:22:58,2023-02-22
6114,Entry,2023-02-22 10:23:19,2023-02-22
2388,Entry,2023-02-22 10:23:42,2023-02-22
32791,Entry,2023-02-22 10:23:49,2023-02-22
558,Entry,2023-02-22 10:25:01,2023-02-22
51489,Exit,2023-02-22 10:25:36,2023-02-22
6858,Entry,2023-02-22 10:25:45,2023-02-22
23211,Entry,2023-02-22 10:26:25,2023-02-22
32555,Entry,2023-02-22 10:26:40,2023-02-22
33038,Entry,2023-02-22 10:26:45,2023-02-22
33808,Entry,2023-02-22 10:27:25,2023-02-22
31257,Entry,2023-02-22 10:27:32,2023-02-22
80797,Exit,2023-02-22 10:27:46,2023-02-22
16309,Entry,2023-02-22 10:27:57,2023-02-22
26345,Entry,2023-02-22 10:27:59,2023-02-22
36791,Entry,2023-02-22 10:28:06,2023-02-22
39705,Entry,2023-02-22 10:28:12,2023-02-22
5548,Entry,2023-02-22 10:28:22,2023-02-22
45305,Exit,2023-02-22 10:28:39,2023-02-22
13299,Entry,2023-02-22 10:28:46,2023-02-22
26783,Entry,2023-02-22 10:28:53,2023-02-22
38536,Entry,2023-02-22 10:29:04,2023-02-22
27022,Entry,2023-02-22 10:29:18,2023-02-22
5860,Entry,2023-02-22 10:29:22,2023-02-22
12477,Entry,2023-02-22 10:29:45,2023-02-22
321,Entry,2023-02-22 10:29:51,2023-02-22
57224,Exit,2023-02-22 10:30:36,2023-02-22
44170,Entry,2023-02-22 10:31:23,2023-02-22
36051,Entry,2023-02-22 10:31:42,2023-02-22
17277,Entry,2023-02-22 10:31:44,2023-02-22
33815,Entry,2023-02-22 10:32:27,2023-02-22
5366,Entry,2023-02-22 10:32:29,2023-02-22
38453,Entry,2023-02-22 10:32:31,2023-02-22
17279,Entry,2023-02-22 10:32:35,2023-02-22
42436,Entry,2023-02-22 10:32:35,2023-02-22
83040,Exit,2023-02-22 10:32:55,2023-02-22
37805,Entry,2023-02-22 10:34:24,2023-02-22
13187,Entry,2023-02-22 10:34:42,2023-02-22
44974,Exit,2023-02-22 10:35:17,2023-02-22
71645,Exit,2023-02-22 10:35:26,2023-02-22
57397,Exit,2023-02-22 10:35:35,2023-02-22
4127,Entry,2023-02-22 10:35:37,2023-02-22
17280,Entry,2023-02-22 10:35:42,2023-02-22
27913,Entry,2023-02-22 10:35:43,2023-02-22
6807,Entry,2023-02-22 10:35:47,2023-02-22
12050,Entry,2023-02-22 10:35:50,2023-02-22
33592,Entry,2023-02-22 10:35:59,2023-02-22
17326,Entry,2023-02-22 10:36:00,2023-02-22
6809,Entry,2023-02-22 10:36:09,2023-02-22
37212,Entry,2023-02-22 10:36:21,2023-02-22
56946,Exit,2023-02-22 10:36:31,2023-02-22
2373,Entry,2023-02-22 10:37:02,2023-02-22
71597,Exit,2023-02-22 10:37:13,2023-02-22
61243,Exit,2023-02-22 10:37:25,2023-02-22
6812,Entry,2023-02-22 10:37:27,2023-02-22
26934,Entry,2023-02-22 10:37:29,2023-02-22
12651,Entry,2023-02-22 10:37:46,2023-02-22
27670,Entry,2023-02-22 10:38:08,2023-02-22
228,Entry,2023-02-22 10:38:59,2023-02-22
26899,Entry,2023-02-22 10:39:22,2023-02-22
42240,Entry,2023-02-22 10:39:27,2023-02-22
559,Entry,2023-02-22 10:39:44,2023-02-22
48014,Exit,2023-02-22 10:39:52,2023-02-22
30713,Entry,2023-02-22 10:40:08,2023-02-22
6090,Entry,2023-02-22 10:40:14,2023-02-22
71627,Exit,2023-02-22 10:40:25,2023-02-22
6743,Entry,2023-02-22 10:41:01,2023-02-22
44975,Exit,2023-02-22 10:41:06,2023-02-22
26703,Entry,2023-02-22 10:42:13,2023-02-22
12478,Entry,2023-02-22 10:42:24,2023-02-22
33630,Entry,2023-02-22 10:42:56,2023-02-22
47744,Exit,2023-02-22 10:44:04,2023-02-22
80911,Exit,2023-02-22 10:44:17,2023-02-22
84452,Exit,2023-02-22 10:44:32,2023-02-22
78562,Exit,2023-02-22 10:44:34,2023-02-22
66888,Exit,2023-02-22 10:44:45,2023-02-22
3268,Entry,2023-02-22 10:45:10,2023-02-22
38035,Entry,2023-02-22 10:45:12,2023-02-22
62029,Exit,2023-02-22 10:45:24,2023-02-22
56797,Exit,2023-02-22 10:45:30,2023-02-22
67021,Exit,2023-02-22 10:45:32,2023-02-22
85725,Exit,2023-02-22 10:45:43,2023-02-22
41220,Entry,2023-02-22 10:45:46,2023-02-22
31104,Entry,2023-02-22 10:46:12,2023-02-22
36496,Entry,2023-02-22 10:46:17,2023-02-22
6304,Entry,2023-02-22 10:46:43,2023-02-22
38205,Entry,2023-02-22 10:47:10,2023-02-22
12789,Entry,2023-02-22 10:48:57,2023-02-22
58901,Exit,2023-02-22 10:49:28,2023-02-22
10,Entry,2023-02-22 10:49:43,2023-02-22
71450,Exit,2023-02-22 10:50:11,2023-02-22
66724,Exit,2023-02-22 10:50:26,2023-02-22
68001,Exit,2023-02-22 10:50:37,2023-02-22
26171,Entry,2023-02-22 10:50:41,2023-02-22
41956,Entry,2023-02-22 10:51:43,2023-02-22
23554,Entry,2023-02-22 10:52:01,2023-02-22
21978,Entry,2023-02-22 10:52:03,2023-02-22
16725,Entry,2023-02-22 10:52:12,2023-02-22
26704,Entry,2023-02-22 10:52:20,2023-02-22
71451,Exit,2023-02-22 10:52:54,2023-02-22
26388,Entry,2023-02-22 10:52:56,2023-02-22
59993,Exit,2023-02-22 10:53:13,2023-02-22
81243,Exit,2023-02-22 10:53:31,2023-02-22
26851,Entry,2023-02-22 10:53:32,2023-02-22
76879,Exit,2023-02-22 10:53:42,2023-02-22
71514,Exit,2023-02-22 10:54:07,2023-02-22
797,Entry,2023-02-22 10:54:14,2023-02-22
57599,Exit,2023-02-22 10:54:45,2023-02-22
17386,Entry,2023-02-22 10:55:09,2023-02-22
15247,Entry,2023-02-22 10:55:10,2023-02-22
16207,Entry,2023-02-22 10:55:31,2023-02-22
41123,Entry,2023-02-22 10:56:02,2023-02-22
42078,Entry,2023-02-22 10:56:04,2023-02-22
16240,Entry,2023-02-22 10:56:04,2023-02-22
26942,Entry,2023-02-22 10:56:18,2023-02-22
42491,Entry,2023-02-22 10:56:19,2023-02-22
17428,Entry,2023-02-22 10:56:23,2023-02-22
38722,Entry,2023-02-22 10:56:29,2023-02-22
71070,Exit,2023-02-22 10:56:31,2023-02-22
85870,Exit,2023-02-22 10:56:44,2023-02-22
33020,Entry,2023-02-22 10:57:10,2023-02-22
78555,Exit,2023-02-22 10:57:15,2023-02-22
45680,Exit,2023-02-22 10:57:26,2023-02-22
26951,Entry,2023-02-22 10:57:35,2023-02-22
41994,Entry,2023-02-22 10:57:47,2023-02-22
72660,Exit,2023-02-22 10:57:50,2023-02-22
62030,Exit,2023-02-22 10:58:19,2023-02-22
11716,Entry,2023-02-22 10:58:26,2023-02-22
15442,Entry,2023-02-22 10:58:37,2023-02-22
38294,Entry,2023-02-22 10:59:01,2023-02-22
67958,Exit,2023-02-22 10:59:05,2023-02-22
63493,Exit,2023-02-22 10:59:15,2023-02-22
72417,Exit,2023-02-22 11:00:15,2023-02-22
14699,Entry,2023-02-22 11:00:27,2023-02-22
17300,Entry,2023-02-22 11:00:34,2023-02-22
3601,Entry,2023-02-22 11:00:59,2023-02-22
6819,Entry,2023-02-22 11:01:17,2023-02-22
5440,Entry,2023-02-22 11:01:21,2023-02-22
4785,Entry,2023-02-22 11:01:35,2023-02-22
27057,Entry,2023-02-22 11:01:50,2023-02-22
38754,Entry,2023-02-22 11:02:01,2023-02-22
56463,Exit,2023-02-22 11:02:10,2023-02-22
33817,Entry,2023-02-22 11:03:25,2023-02-22
33278,Entry,2023-02-22 11:03:28,2023-02-22
26258,Entry,2023-02-22 11:03:31,2023-02-22
47490,Exit,2023-02-22 11:03:33,2023-02-22
23335,Entry,2023-02-22 11:03:36,2023-02-22
16823,Entry,2023-02-22 11:03:49,2023-02-22
1134,Entry,2023-02-22 11:03:51,2023-02-22
25087,Entry,2023-02-22 11:03:53,2023-02-22
2397,Entry,2023-02-22 11:03:54,2023-02-22
16497,Entry,2023-02-22 11:03:58,2023-02-22
36165,Entry,2023-02-22 11:04:31,2023-02-22
51554,Exit,2023-02-22 11:04:48,2023-02-22
47144,Exit,2023-02-22 11:05:27,2023-02-22
11767,Entry,2023-02-22 11:05:43,2023-02-22
17303,Entry,2023-02-22 11:06:05,2023-02-22
1027,Entry,2023-02-22 11:06:05,2023-02-22
48348,Exit,2023-02-22 11:06:37,2023-02-22
38727,Entry,2023-02-22 11:06:37,2023-02-22
33179,Entry,2023-02-22 11:07:20,2023-02-22
2260,Entry,2023-02-22 11:08:27,2023-02-22
45653,Exit,2023-02-22 11:08:31,2023-02-22
72485,Exit,2023-02-22 11:08:32,2023-02-22
61024,Exit,2023-02-22 11:08:35,2023-02-22
13798,Entry,2023-02-22 11:08:40,2023-02-22
72622,Exit,2023-02-22 11:09:14,2023-02-22
27085,Entry,2023-02-22 11:09:54,2023-02-22
85456,Exit,2023-02-22 11:10:00,2023-02-22
18175,Entry,2023-02-22 11:10:45,2023-02-22
33647,Entry,2023-02-22 11:10:59,2023-02-22
15270,Entry,2023-02-22 11:11:03,2023-02-22
15017,Entry,2023-02-22 11:11:04,2023-02-22
41634,Entry,2023-02-22 11:11:14,2023-02-22
40710,Entry,2023-02-22 11:12:40,2023-02-22
13362,Entry,2023-02-22 11:12:43,2023-02-22
5890,Entry,2023-02-22 11:13:01,2023-02-22
5765,Entry,2023-02-22 11:13:26,2023-02-22
50216,Exit,2023-02-22 11:13:59,2023-02-22
25166,Entry,2023-02-22 11:14:10,2023-02-22
47007,Exit,2023-02-22 11:14:19,2023-02-22
33809,Entry,2023-02-22 11:14:38,2023-02-22
51567,Exit,2023-02-22 11:15:58,2023-02-22
26970,Entry,2023-02-22 11:16:08,2023-02-22
14383,Entry,2023-02-22 11:16:41,2023-02-22
41362,Entry,2023-02-22 11:16:47,2023-02-22
18267,Entry,2023-02-22 11:17:09,2023-02-22
70084,Exit,2023-02-22 11:17:22,2023-02-22
33153,Entry,2023-02-22 11:17:26,2023-02-22
31769,Entry,2023-02-22 11:17:32,2023-02-22
36310,Entry,2023-02-22 11:18:07,2023-02-22
26768,Entry,2023-02-22 11:19:14,2023-02-22
83434,Exit,2023-02-22 11:19:15,2023-02-22
6821,Entry,2023-02-22 11:19:16,2023-02-22
75460,Exit,2023-02-22 11:19:33,2023-02-22
87201,Exit,2023-02-22 11:19:36,2023-02-22
57266,Exit,2023-02-22 11:19:51,2023-02-22
33558,Entry,2023-02-22 11:19:54,2023-02-22
39706,Entry,2023-02-22 11:20:21,2023-02-22
33816,Entry,2023-02-22 11:20:21,2023-02-22
44119,Entry,2023-02-22 11:20:33,2023-02-22
77900,Exit,2023-02-22 11:20:56,2023-02-22
80798,Exit,2023-02-22 11:21:21,2023-02-22
38819,Entry,2023-02-22 11:21:32,2023-02-22
26881,Entry,2023-02-22 11:21:41,2023-02-22
75292,Exit,2023-02-22 11:22:04,2023-02-22
49532,Exit,2023-02-22 11:22:12,2023-02-22
63014,Exit,2023-02-22 11:22:16,2023-02-22
83389,Exit,2023-02-22 11:22:28,2023-02-22
59130,Exit,2023-02-22 11:23:44,2023-02-22
44757,Exit,2023-02-22 11:24:09,2023-02-22
60762,Exit,2023-02-22 11:24:25,2023-02-22
18747,Entry,2023-02-22 11:24:33,2023-02-22
85240,Exit,2023-02-22 11:24:44,2023-02-22
59086,Exit,2023-02-22 11:24:50,2023-02-22
41589,Entry,2023-02-22 11:25:09,2023-02-22
5950,Entry,2023-02-22 11:25:14,2023-02-22
15961,Entry,2023-02-22 11:25:21,2023-02-22
56514,Exit,2023-02-22 11:25:41,2023-02-22
17284,Entry,2023-02-22 11:25:54,2023-02-22
45881,Exit,2023-02-22 11:26:17,2023-02-22
59187,Exit,2023-02-22 11:26:23,2023-02-22
16172,Entry,2023-02-22 11:26:34,2023-02-22
58,Entry,2023-02-22 11:27:06,2023-02-22
82820,Exit,2023-02-22 11:27:10,2023-02-22
81057,Exit,2023-02-22 11:27:17,2023-02-22
229,Entry,2023-02-22 11:27:30,2023-02-22
88917,Exit,2023-02-22 11:27:31,2023-02-22
38461,Entry,2023-02-22 11:27:45,2023-02-22
964,Entry,2023-02-22 11:27:50,2023-02-22
5716,Entry,2023-02-22 11:27:52,2023-02-22
23912,Entry,2023-02-22 11:27:55,2023-02-22
26859,Entry,2023-02-22 11:27:56,2023-02-22
16491,Entry,2023-02-22 11:28:02,2023-02-22
12200,Entry,2023-02-22 11:28:42,2023-02-22
51114,Exit,2023-02-22 11:28:53,2023-02-22
60708,Exit,2023-02-22 11:29:44,2023-02-22
62056,Exit,2023-02-22 11:30:11,2023-02-22
5108,Entry,2023-02-22 11:30:19,2023-02-22
3772,Entry,2023-02-22 11:30:34,2023-02-22
81467,Exit,2023-02-22 11:30:40,2023-02-22
66725,Exit,2023-02-22 11:30:49,2023-02-22
27739,Entry,2023-02-22 11:30:54,2023-02-22
31499,Entry,2023-02-22 11:30:55,2023-02-22
61965,Exit,2023-02-22 11:32:01,2023-02-22
15576,Entry,2023-02-22 11:32:18,2023-02-22
62059,Exit,2023-02-22 11:32:23,2023-02-22
87180,Exit,2023-02-22 11:32:24,2023-02-22
38643,Entry,2023-02-22 11:32:27,2023-02-22
33874,Entry,2023-02-22 11:32:44,2023-02-22
26324,Entry,2023-02-22 11:32:47,2023-02-22
88357,Exit,2023-02-22 11:32:52,2023-02-22
45306,Exit,2023-02-22 11:33:12,2023-02-22
49855,Exit,2023-02-22 11:33:14,2023-02-22
83041,Exit,2023-02-22 11:33:28,2023-02-22
78339,Exit,2023-02-22 11:33:30,2023-02-22
44805,Exit,2023-02-22 11:33:42,2023-02-22
60323,Exit,2023-02-22 11:33:48,2023-02-22
11768,Entry,2023-02-22 11:33:57,2023-02-22
76004,Exit,2023-02-22 11:34:35,2023-02-22
4112,Entry,2023-02-22 11:34:50,2023-02-22
51104,Exit,2023-02-22 11:34:57,2023-02-22
51569,Exit,2023-02-22 11:34:58,2023-02-22
3409,Entry,2023-02-22 11:35:19,2023-02-22
88803,Exit,2023-02-22 11:35:28,2023-02-22
22142,Entry,2023-02-22 11:35:37,2023-02-22
78142,Exit,2023-02-22 11:36:09,2023-02-22
61096,Exit,2023-02-22 11:36:12,2023-02-22
33593,Entry,2023-02-22 11:36:29,2023-02-22
32133,Entry,2023-02-22 11:36:32,2023-02-22
76552,Exit,2023-02-22 11:36:32,2023-02-22
6829,Entry,2023-02-22 11:36:40,2023-02-22
27876,Entry,2023-02-22 11:36:56,2023-02-22
66639,Exit,2023-02-22 11:37:11,2023-02-22
78090,Exit,2023-02-22 11:37:12,2023-02-22
57184,Exit,2023-02-22 11:37:28,2023-02-22
83390,Exit,2023-02-22 11:37:29,2023-02-22
85967,Exit,2023-02-22 11:37:44,2023-02-22
45774,Exit,2023-02-22 11:38:43,2023-02-22
61982,Exit,2023-02-22 11:39:12,2023-02-22
44179,Entry,2023-02-22 11:39:43,2023-02-22
22527,Entry,2023-02-22 11:39:47,2023-02-22
30714,Entry,2023-02-22 11:39:54,2023-02-22
36311,Entry,2023-02-22 11:40:23,2023-02-22
56515,Exit,2023-02-22 11:40:35,2023-02-22
40494,Entry,2023-02-22 11:40:35,2023-02-22
23269,Entry,2023-02-22 11:41:31,2023-02-22
33722,Entry,2023-02-22 11:41:47,2023-02-22
1379,Entry,2023-02-22 11:41:49,2023-02-22
71028,Exit,2023-02-22 11:41:58,2023-02-22
12144,Entry,2023-02-22 11:42:06,2023-02-22
58757,Exit,2023-02-22 11:42:20,2023-02-22
6863,Entry,2023-02-22 11:42:20,2023-02-22
81058,Exit,2023-02-22 11:42:23,2023-02-22
77926,Exit,2023-02-22 11:43:03,2023-02-22
51577,Exit,2023-02-22 11:43:13,2023-02-22
42458,Entry,2023-02-22 11:44:00,2023-02-22
14155,Entry,2023-02-22 11:44:06,2023-02-22
